Unnamed: 0,PRODUCTO,OT REFERENCIA,CODIGO,PESO,MATERIA PRIMA,PROCESO FINAL,PESO ARMADO ,FAMILIA,MAQUINA,ETAPA,STD,N° ETAPA
Abrazadera 1/2x10.1/2CORTAR,Abrazadera 1/2x10.1/2,34419.0,7003216101-2,0.72,1020 1/2,,0.72,ABRAZADERAS  GV F,TIJERA UNIVERSAL,CORTAR,,
Abrazadera 1/2x10.1/2DOBLAR,Abrazadera 1/2x10.1/2,34419.0,7003216101-2,0.72,1020 1/2,,0.72,ABRAZADERAS  GV F,PRENSA FR - 07,DOBLAR,250.0,
Abrazadera 1/2x10.1/2PUNTEAR,Abrazadera 1/2x10.1/2,34419.0,7003216101-2,0.72,1020 1/2,,0.72,ABRAZADERAS  GV F,PUNT PER,PUNTEAR,,
Abrazadera 1/2x10.1/2TERRAJAR,Abrazadera 1/2x10.1/2,34419.0,7003216101-2,0.72,1020 1/2,T,0.72,ABRAZADERAS  GV F,TERR PER - 02,TERRAJAR,,
Abrazadera 1/2x13,Abrazadera 1/2x13,34664.0,7003216059-8,0.9,1020 1/2,,0.9,ABRAZADERAS  GV F,,,,
Abrazadera 1/2x9.1/2,Abrazadera 1/2x9.1/2,34382.0,7003216051-2,0.605,1020 1/2,,0.605,ABRAZADERAS  GV F,,,,
Abrazadera 1/2x12.1/2,Abrazadera 1/2x12.1/2,35782.0,7003216076-8,0.88,,,0.88,ABRAZADERAS  GV F,,,,
Abrazadera 5/8x10.1/2,Abrazadera 5/8x10.1/2,34864.0,7003220101-4,1.2,1020 5/8,,1.2,ABRAZADERAS  GV F,,,,
Abrazadera 5/8x9.1/2,Abrazadera 5/8x9.1/2,34423.0,7003220051-4,0.995,1020 5/8,,0.995,ABRAZADERAS  GV F,,,,
Abrazadera 5/8x390,Abrazadera 5/8x390,37810.0,7003200305-0,1.54,,,1.54,ABRAZADERAS  GV F,,,,
Abrazadera Curva 1/2x8x5.1/2,Abrazadera Curva 1/2x8x5.1/2,36150.0,7003200080-9,0.5486,,,0.5486,ABRAZADERAS  GV F,,,,
Abrazadera Curva BT 5/8x8,Abrazadera Curva BT 5/8x8,38354.0,7003220096-4,1.125,,,1.125,ABRAZADERAS  GV F,,,,
Abrazadera Curva AT 5/8x8.1/2,Abrazadera Curva AT 5/8x8.1/2,35293.0,7003220096-4,1.125,1020 5/8,,1.125,ABRAZADERAS  GV F,,,,
Abrazadera p/Cruceta 1/2x280x127x65,Abrazadera p/Cruceta 1/2x280x127x65,35789.0,7003216077-6,0.52,,,0.52,ABRAZADERAS  GV F,,,,
Abrazadera p/Cruceta 1/2x400x324x127,Abrazadera p/Cruceta 1/2x400x324x127,35785.0,7003216075-K,1.0,,,1.0,ABRAZADERAS  GV F,,,,
Abrazadera p/Cruceta 1/2x410x370x127,Abrazadera p/Cruceta 1/2x410x370x127,35794.0,7003216078-4,1.156,,,1.156,ABRAZADERAS  GV F,,,,
Abrazadera p/Cruceta Paso Esp 1/2x280x335x127,Abrazadera p/Cruceta Paso Esp 1/2x280x335x127,35858.0,7003200140-6,0.944,,,0.944,ABRAZADERAS  GV F,,,,
Abrazadera p/Cruceta Paso Esp 5/8x280x335x127,Abrazadera p/Cruceta Paso Esp 5/8x280x335x127,35851.0,7003200150-3,1.371,,,1.371,ABRAZADERAS  GV F,,,,
Abrazadera p/Cruceta BT 5/8x9.1/2x8.1/4x6.1/2H,Abrazadera p/Cruceta BT 5/8x9.1/2x8.1/4x6.1/2H,38545.0,7003220052-2,0.995,,,0.995,ABRAZADERAS  GV F,,,,
Abrazadera U p/Cruceta 5/8x300x450x100H,Abrazadera U p/Cruceta 5/8x300x450x100H,38616.0,7003200300-K,1.995,,,1.995,ABRAZADERAS  GV F,,,,
Adaptador p/Espiga Punta Poste,Adaptador p/Espiga Punta Poste,34708.0,8721200110-2,1.29,,,1.29,OTROS PRODUCTOS GV F,,,,
Ancla 1x1,Ancla 1x1,34611.0,9821911140-1,0.077,,,0.077,OTROS PRODUCTOS NG C,,,,
Ancla Mural Tipo A,Ancla Mural Tipo A,36422.0,9821510100-2,0.38,,,0.38,OTROS PRODUCTOS GV C,,,,
Anclaje p/Tirante a Poste Mozo,Anclaje p/Tirante a Poste Mozo,33960.0,9821900620-9,2.35,,,2.35,OTROS PRODUCTOS GV F,,,,
Aletas p/Soporte Rack 32x5x97mm,Aletas p/Soporte Rack 32x5x97mm,36556.0,6000100020-1,0.1,,,0.1,OTROS PRODUCTOS GV F,,,,
Aletas p/Soporte de Paso 8 Aletas 38x5x105mm,Aletas p/Soporte de Paso 8 Aletas 38x5x105mm,36030.0,6000100025-2,0.136,,,0.136,OTROS PRODUCTOS GV F,,,,
Arranque 38x5x427,Arranque 38x5x427,34769.0,9821911130-4,0.627,,,0.627,OTROS PRODUCTOS GV F,,,,
Barra Lisa Tomatierra 1/2x7000,Barra Lisa Tomatierra 1/2x7000,34890.0,7405216100-6,6.95,,,6.95,OTROS PRODUCTOS GV F,,,,
"Barra Ojo 3/4x2,40mtrs","Barra Ojo 3/4x2,40mtrs",34551.0,7400200310-8,5.8,,,5.8,BARRAS OJO GV C,,,,
"Barra Ojo 3/4x3,20mtrs","Barra Ojo 3/4x3,20mtrs",34935.0,7400200312-4,7.5,,,7.5,BARRAS OJO GV C,,,,
Barra Ojo 5/8x1.30mtrs,Barra Ojo 5/8x1.30mtrs,35505.0,7401200008-5,2.6,,,2.6,BARRAS OJO GV C,,,,
"Barra Ojo 5/8x1,80mtrsESTAMPAR","Barra Ojo 5/8x1,80mtrs",34977.0,7401200010-7,3.037,1020 5/8,,3.037,BARRAS OJO GV C,PRENSA FR - 01,ESTAMPAR,44.0,
"Barra Ojo 5/8x1,80mtrsREBABAR","Barra Ojo 5/8x1,80mtrs",34977.0,7401200010-7,3.037,1020 5/8,,3.037,BARRAS OJO GV C,PRENSA EX - 15,REBABAR,125.0,
"Barra Ojo 5/8x2,25mtrsESTAMPAR","Barra Ojo 5/8x2,25mtrs",35011.0,7401200025-5,3.704,1020 5/8,,3.704,BARRAS OJO GV C,PRENSA FR - 01,ESTAMPAR,44.0,
"Barra Ojo 5/8x2,40mtrsESTAMPAR","Barra Ojo 5/8x2,40mtrs",34997.0,7401200030-1,4.0424,1020 5/8,,4.0424,BARRAS OJO GV C,PRENSA FR - 01,ESTAMPAR,44.0,1.0
"Barra Ojo 5/8x2,40mtrsREBABAR EXT","Barra Ojo 5/8x2,40mtrs",34997.0,7401200030-1,4.0424,1020 5/8,,,,PRENSA EX - 13,REBABAR EXT,125.0,2.0
"Barra Ojo 5/8x2,40mtrsREBABAR INT","Barra Ojo 5/8x2,40mtrs",34997.0,7401200030-1,4.0424,1020 5/8,,,,PRENSA EX - 13,REBABAR INT,125.0,3.0
"Barra Ojo 5/8x2,40mtrsPUNTEAR","Barra Ojo 5/8x2,40mtrs",34997.0,7401200030-1,4.0424,1020 5/8,,,,PUNT PER,PUNTEAR,205.0,4.0
"Barra Ojo 5/8x2,40mtrsTERRAJAR","Barra Ojo 5/8x2,40mtrs",34997.0,7401200030-1,4.0424,1020 5/8,,,,TERR PER - 05,TERRAJAR,79.0,5.0
"Barra Ojo 7/8x2,40mtrs","Barra Ojo 7/8x2,40mtrs",34712.0,7400200400-7,7.746,,,7.746,BARRAS OJO GV C,,,,
"Barra Ojo Soldado 7/8x2,70mtrs","Barra Ojo Soldado 7/8x2,70mtrs",39062.0,7400200450-3,8.66,,,8.66,BARRAS OJO GV C,,,,
"Barra Ojo Soldado 7/8x3,20mtrs","Barra Ojo Soldado 7/8x3,20mtrs",38062.0,7400200255-1,12.0,,,12.0,BARRAS OJO GV C,,,,
"Barra Ojo C/Guardacabo 5/8x2,0ESTAMPAR","Barra Ojo C/Guardacabo 5/8x2,0",34497.0,7404200010-1,3.47,1020 5/8,,3.47,BARRAS OJO GV C,PRENSA FR - 01,ESTAMPAR,35.0,
Barra Ojo Soldado 3/4x2.40mtrs,Barra Ojo Soldado 3/4x2.40mtrs,38068.0,7400200310-8,5.8,,,5.8,BARRAS OJO GV C,,,,
Barra Ojo Soldado 3/4x2.94mtrs,Barra Ojo Soldado 3/4x2.94mtrs,35222.0,7400200311-6,7.245,1020 3/4,,7.245,BARRAS OJO GV C,,,,
"Barra Ojo Soldado 3/4x3,0mtrs","Barra Ojo Soldado 3/4x3,0mtrs",34489.0,7401200050-6,6.422,,,6.422,BARRAS OJO GV C,,,,
Brazo Horizontal 50x50x120,Brazo Horizontal 50x50x120,35958.0,A800210108-5,0.551,,,0.551,OTROS PRODUCTOS GV F,,,,
Brazo Horizontal 50x50x190,Brazo Horizontal 50x50x190,35421.0,A800210109-3,1.0,50x5,,1.0,OTROS PRODUCTOS GV F,,,,
Brazo Horizontal 50x50x240,Brazo Horizontal 50x50x240,36261.0,A800210110-7,0.98,50x6,,0.98,OTROS PRODUCTOS GV F,,,,
Brazo Lateral Tipo L 690x950x5 Coopelan,Brazo Lateral Tipo L 690x950x5 Coopelan,34915.0,A800210107-7,11.0,,,11.0,OTROS PRODUCTOS GV F,,,,
Brazo Lateral c/Refuerzo 690x950x6 Coopelan,Brazo Lateral c/Refuerzo 690x950x6 Coopelan,36358.0,A800210116-6,19.0,,,19.0,OTROS PRODUCTOS GV F,,,,
Brazo Soporte p/Caja Blindada 750x500x150,Brazo Soporte p/Caja Blindada 750x500x150,37052.0,A800210192-1,6.57,,,6.57,OTROS PRODUCTOS GV F,,,,
Brazo Tipo L 622x650mm 23kV,Brazo Tipo L 622x650mm 23kV,36372.0,A800210179-K,9.5,,,9.5,OTROS PRODUCTOS GV F,,,,
Brazo Tipo L Copelec 40x600x440,Brazo Tipo L Copelec 40x600x440,34614.0,A800210187-5,1.9,,,1.9,OTROS PRODUCTOS GV F,,,,
Brazo Tipo L Copelec 50x1190x610,Brazo Tipo L Copelec 50x1190x610,35732.0,A800210188-9,5.67,,,5.67,OTROS PRODUCTOS GV F,,,,
Brida 3 pernos Perf. Cuadrada 45x10x120 CNT,Brida 3 pernos Perf. Cuadrada 45x10x120 CNT,35008.0,7500200065-2,0.319,,,0.319,BRIDAS GV F,,,,
Brida 3 pernos Perf. Redonda 45x10x120 CNT,Brida 3 pernos Perf. Redonda 45x10x120 CNT,35009.0,7500200060-1,0.319,,,0.319,BRIDAS GV F,,,,
Brida 3 pernos Perforación Ovalada,Brida 3 pernos Perforación Ovalada,35007.0,7500200015-6,0.435,,,0.435,BRIDAS GV F,,,,
Brida 3 pernos Perforación Redonda,Brida 3 pernos Perforación Redonda,35006.0,7500200020-2,0.445,,,0.445,BRIDAS GV F,,,,
Brida Cruce mensajero perf. Redonda ,Brida Cruce mensajero perf. Redonda ,36949.0,7500200050-4,0.22,,,0.22,BRIDAS GV C,,,,
Brida Cruce mensajero perf. Ovalada,Brida Cruce mensajero perf. Ovalada,36950.0,7500200045-8,0.215,,,0.215,BRIDAS GV C,,,,
Brida Inferior 1 Perno t/CTC,Brida Inferior 1 Perno t/CTC,34884.0,7500200030-K,0.225,,,0.225,BRIDAS GV C,,,,
Brida Inferior 1 perno t/Entel,Brida Inferior 1 perno t/Entel,34432.0,7500200182-9,0.225,,,0.225,BRIDAS GV C,,,,
Brida Inferior 2 pernos,Brida Inferior 2 pernos,34580.0,7500200040-7,0.415,,,0.415,BRIDAS GV C,,,,
Brida Inferior Multicable ,Brida Inferior Multicable ,34875.0,7500200130-6,0.173,,,0.173,BRIDAS GV C,,,,
Brida Inferior Multicable 4mm,Brida Inferior Multicable 4mm,37957.0,7500200136-5,0.116,,,0.116,BRIDAS GV C,,,,
Brida Inferior Suj. Doble 3 pernos,Brida Inferior Suj. Doble 3 pernos,38542.0,7500200135-7,0.335,,,0.335,BRIDAS GV C,,,,
Brida Suj. Plana 1 Perno perf. Redonda,Brida Suj. Plana 1 Perno perf. Redonda,38063.0,7500200014-8,0.17,,,0.17,BRIDAS GV F,,,,
Brida Suj. Plana 1 Perno perf. Ovalada,Brida Suj. Plana 1 Perno perf. Ovalada,38064.0,7500200013-K,0.164,,,0.164,BRIDAS GV F,,,,
Brida Superior 1 Perno t/CTC,Brida Superior 1 Perno t/CTC,34883.0,7500200025-3,0.145,,,0.145,BRIDAS GV C,,,,
Brida Superior 1 Perno T/Entel,Brida Superior 1 Perno T/Entel,34691.0,7500200180-2,0.166,,,0.166,BRIDAS GV C,,,,
Brida Superior 2 Pernos,Brida Superior 2 Pernos,34581.0,7500200035-0,0.357,,,0.357,BRIDAS GV C,,,,
Brida Superior Multicable,Brida Superior Multicable,34842.0,7500200131-4,0.105,,,0.105,BRIDAS GV C,,,,
Brida Superior Multicable 4mm,Brida Superior Multicable 4mm,37956.0,7500200137-3,0.077,,,0.077,BRIDAS GV C,,,,
Brida Superior Suj. Doble 3 pernos,Brida Superior Suj. Doble 3 pernos,38543.0,7500200143-8,0.207,,,0.207,BRIDAS GV C,,,,
Camisa Plomo p/Per Expan 1/2x38mm,Camisa Plomo p/Per Expan 1/2x38mm,35074.0,6000100350-2,0.055,,,0.055,OTROS PRODUCTOS GV C,,,,
Canal Adaptadar p/Brazo Antibalanceo 65x40x5,Canal Adaptadar p/Brazo Antibalanceo 65x40x5,35683.0,6000100040-6,0.1854,,,0.1854,OTROS PRODUCTOS GV F,,,,
Cáncamo p/Madera 5/16x110x50mm,Cáncamo p/Madera 5/16x110x50mm,36180.0,9823110010-5,0.057,,,0.057,OTROS PRODUCTOS GV C,,,,
Cáncamo 1/2x100 GV,Cáncamo 1/2x100 GV,34897.0,9823116020-5,0.10977,1020 1/2,,0.10977,OTROS PRODUCTOS GV C,,,,
Cancamo 1/2x100 ZN,Cancamo 1/2x100 ZN,33940.0,9821916020-8,0.109,1020 1/2,,0.109,OTROS PRODUCTOS GV C,,,,
Cáncamo 1/2x120 GV,Cáncamo 1/2x120 GV,34898.0,9823116030-2,0.1099,1020 1/2,,0.1099,OTROS PRODUCTOS GV C,,,,
Cáncamo 1/2x120 ZN,Cáncamo 1/2x120 ZN,33941.0,9821916030-5,0.1099,1020 1/2,,0.1099,OTROS PRODUCTOS GV C,,,,
Cápsula de Plomo Cañería 1/2,Cápsula de Plomo Cañería 1/2,34655.0,6000100350-2,0.055,,,0.055,OTROS PRODUCTOS NG F,,,,
Chavetas Zinc 1/8x1,Chavetas Zinc 1/8x1,34764.0,5600304016-5,0.002,,,0.002,OTROS PRODUCTOS NG F,,,,
Chavetas Zinc 1/8x1.1/2,Chavetas Zinc 1/8x1.1/2,34373.0,5600304024-6,0.0025,,,0.0025,OTROS PRODUCTOS NG F,,,,
Chavetas Zinc 1/8x1.1/4,Chavetas Zinc 1/8x1.1/4,33844.0,5600304020-3,0.003,,,0.003,OTROS PRODUCTOS NG F,,,,
Chavetas Zinc 5/32x1.1/4,Chavetas Zinc 5/32x1.1/4,34380.0,5601305020-7,0.004,,,0.004,OTROS PRODUCTOS NG F,,,,
Cincel Recto 5/8x343,Cincel Recto 5/8x343,34381.0,6000170010-6,0.8,,,0.8,OTROS PRODUCTOS NG F,,,,
Cincel Recto 5/8x343,Cincel Recto 5/8x343,34381.0,6000170010-6,0.8,,,0.8,OTROS PRODUCTOS NG F,,,,
Clavicote 1/2xM220 NG,Clavicote 1/2xM220 NG,37623.0,5822016130-5,0.193,,,0.193,OTROS PRODUCTOS NG C,,,,
Clavicote 1/2x8 NG Pta plana,Clavicote 1/2x8 NG Pta plana,38137.0,5823016130-3,0.20911,,,0.20911,OTROS PRODUCTOS NG C,,,,
Clavicote Estriado Pta.Piramidal 1/2x250,Clavicote Estriado Pta.Piramidal 1/2x250,34554.0,5823016140-0,0.257,,,0.257,OTROS PRODUCTOS NG C,,,,
Clavo riel FFCC 5/8x4,Clavo riel FFCC 5/8x4,36134.0,5422020064-K,0.288,,,0.288,CLAVO RIELERO NG C,,,,
Clavo riel FFCC 5/8x5,Clavo riel FFCC 5/8x5,34964.0,5422020080-1,0.345,,,0.345,CLAVO RIELERO NG C,,,,
Clavo riel FFCC 9/16x4.1/2,Clavo riel FFCC 9/16x4.1/2,35417.0,5422018072-K,0.23,,,0.23,CLAVO RIELERO NG C,,,,
Clavo riel NA 9/16x4.1/2,Clavo riel NA 9/16x4.1/2,34809.0,5421020072-2,0.291,,,0.291,CLAVO RIELERO NG C,,,,
Clavo riel NA 5/8x5,Clavo riel NA 5/8x5,34807.0,5421020080-3,0.325,,,0.325,CLAVO RIELERO NG C,,,,
Clavo riel NA 5/8x6,Clavo riel NA 5/8x6,34823.0,5421020096-K,0.368,,,0.368,CLAVO RIELERO NG C,,,,
Clip p/Prensa Conexión a tierra,Clip p/Prensa Conexión a tierra,34685.0,A402200010-7,0.032,,,0.032,OTROS PRODUCTOS GV F,,,,
Complemento Elemento Montaje (Cubo),Complemento Elemento Montaje (Cubo),34787.0,9821830100-2,0.385,,,0.385,OTROS PRODUCTOS GV F,,,,
Cruceta BTAT 65x65x5x500-18,Cruceta BTAT 65x65x5x500-18,35267.0,8020210101-5,2.11,,,2.11,CRUCETAS TELEFONICAS GV F,,,,
Cruceta BTAT 65x65x6x500-18,Cruceta BTAT 65x65x6x500-18,31291.0,8020210100-7,2.53,,,2.53,CRUCETAS TELEFONICAS GV F,,,,
Cruceta BTAT 65x65x6x500 Am/Rey,Cruceta BTAT 65x65x6x500 Am/Rey,34863.0,8020530101-5,2.53,,,2.53,CRUCETAS TELEFONICAS GV F,,,,
Cruceta BTAT 65x65x6x500 Az/Rojo,Cruceta BTAT 65x65x6x500 Az/Rojo,34577.0,8020530105-8,2.53,,,2.53,CRUCETAS TELEFONICAS GV F,,,,
Cruceta BTAT 65x65x6x575-18 Az/Rojo,Cruceta BTAT 65x65x6x575-18 Az/Rojo,35815.0,8020530107-4,2.87,,,2.87,CRUCETAS TELEFONICAS GV F,,,,
Cruceta BTAT 65x65x6x575,Cruceta BTAT 65x65x6x575,38613.0,8020210103-1,2.87,,,2.87,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 50x50x4x965 Lila,Cruceta Extra Larga 50x50x4x965 Lila,36444.0,8020515100-5,2.556,,,2.556,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 50x50x4x965 GV,Cruceta Extra Larga 50x50x4x965 GV,38532.0,8020515101-3,2.556,,,2.556,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 50x50x5x1489 GV t/GTD,Cruceta Extra Larga 50x50x5x1489 GV t/GTD,38617.0,8020540055-2,5.68,,,5.68,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 65x65x5x965 GV,Cruceta Extra Larga 65x65x5x965 GV,36273.0,8020215118-7,3.883,,,3.883,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 65x65x6x965 Am/Rey,Cruceta Extra Larga 65x65x6x965 Am/Rey,34690.0,8020515125-0,4.665,,,4.665,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 65x65x6x965 Az/Rojo,Cruceta Extra Larga 65x65x6x965 Az/Rojo,34578.0,8020515126-9,4.665,,,4.665,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Extra Larga 65x65x6x965 GV,Cruceta Extra Larga 65x65x6x965 GV,34978.0,8020215120-9,4.665,,,4.665,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate p/Riostra 65x65x6x540 GV,Cruceta Remate p/Riostra 65x65x6x540 GV,38607.0,8020210175-9,3.6,,,3.6,CRUCETAS TELEFONICAS GV F,,,,
Cruceta de Paso 50x50x5x550-14 HOR,Cruceta de Paso 50x50x5x550-14 HOR,35781.0,8020210106-6,1.76,,,1.76,CRUCETAS TELEFONICAS GV F,,,,
Cruceta de Paso 50x50x5x550-14 TUB,Cruceta de Paso 50x50x5x550-14 TUB,35784.0,8020210105-8,2.6,,,2.6,CRUCETAS TELEFONICAS GV F,,,,
Cruceta de Paso 50X50X5x650-14 HOR,Cruceta de Paso 50X50X5x650-14 HOR,35870.0,8020210109-0,2.75,,,2.75,CRUCETAS TELEFONICAS GV F,,,,
Cruceta de Paso 50x50x5x700-14 HOR,Cruceta de Paso 50x50x5x700-14 HOR,35793.0,8020210107-4,3.05,,,3.05,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 40x40x4x500,Cruceta Paso Ova 40x40x4x500,35025.0,8020210063-9,1.0,,,1.0,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 40x40x4x500 Lila,Cruceta Paso Ova 40x40x4x500 Lila,36406.0,8020510040-0,1.0,,,1.0,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 50x50x4x500-14 GV,Cruceta Paso Ova 50x50x4x500-14 GV,34629.0,8020210078-7,1.237,,,1.237,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 50x50x4x500-18 GV,Cruceta Paso Ova 50x50x4x500-18 GV,36100.0,8020210075-2,1.307,,,1.307,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 50x50x4x500-14 V/O,Cruceta Paso Ova 50x50x4x500-14 V/O,34783.0,8020510080-K,1.237,,,1.237,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 50x50x5x500-14 GV,Cruceta Paso Ova 50x50x5x500-14 GV,35745.0,8020210097-3,1.652,,,1.652,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Ova 50x50x4x510-18 GV,Cruceta Paso Ova 50x50x4x510-18 GV,38165.0,8020210090-6,1.286,,,1.286,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Paso Especial 50x50x6x650,Cruceta Paso Especial 50x50x6x650,37809.0,8020210228-3,3.15,,,3.15,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Pletina 1/4x1.1/2x16.1/4 Az/Rojo,Cruceta Pletina 1/4x1.1/2x16.1/4 Az/Rojo,34933.0,8020520126-6,0.67,,,0.67,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Pletina 1/4x1.1/2x16.1/4 GV,Cruceta Pletina 1/4x1.1/2x16.1/4 GV,35087.0,8020220100-1,0.67,,,0.67,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Pletina 1/4x1.1/2x16.1/4 Lila,Cruceta Pletina 1/4x1.1/2x16.1/4 Lila,34378.0,8020520120-7,0.67,,,0.67,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 65x65x5x500,Cruceta Remate Final 65x65x5x500,35258.0,8020210138-4,2.606,,,2.606,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 65x65x6x500,Cruceta Remate Final 65x65x6x500,34291.0,8020210140-6,3.127,,,3.127,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 65x65x6x500 Am/Rey,Cruceta Remate Final 65x65x6x500 Am/Rey,34443.0,8020510089-3,3.127,,,3.127,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 65x65x6x500 Az/Rojo,Cruceta Remate Final 65x65x6x500 Az/Rojo,36580.0,8020530108-2,3.127,,,3.127,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 65x65x6x575 GV,Cruceta Remate Final 65x65x6x575 GV,38614.0,8020210141-4,3.596,,,3.596,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 65x65x6x575-18 Az/Rojo,Cruceta Remate Final 65x65x6x575-18 Az/Rojo,35817.0,8020530115-5,3.596,,,3.596,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 50x50x4x500-14,Cruceta Remate Final 50x50x4x500-14,38275.0,8020210120-1,1.886,,,1.886,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 50x50x5x500-14 RET,Cruceta Remate Final 50x50x5x500-14 RET,35790.0,8020210134-1,2.086,,,2.086,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 50x50x5x550-14 HOR,Cruceta Remate Final 50x50x5x550-14 HOR,35783.0,8020210137-6,2.22,,,2.22,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 50x50x5x550-14 TUB,Cruceta Remate Final 50x50x5x550-14 TUB,35786.0,8020210136-8,3.06,,,3.06,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final 50x50x5x700-14 HOR,Cruceta Remate Final 50x50x5x700-14 HOR,35795.0,8020210139-2,2.98,,,2.98,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Remate Final Oval 50x50x4x500-18,Cruceta Remate Final Oval 50x50x4x500-18,38035.0,8020210125-2,1.886,,,1.886,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Riostra 50x50x4x375,Cruceta Riostra 50x50x4x375,34379.0,8020540053-6,1.519,,,1.519,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Riostra 65x65x5x375,Cruceta Riostra 65x65x5x375,38865.0,8020210173-2,3.6,,,3.6,CRUCETAS TELEFONICAS GV F,,,,
Cruceta Riostra 65x65x6x375,Cruceta Riostra 65x65x6x375,36033.0,8020540054-4,2.5,,,2.5,CRUCETAS TELEFONICAS GV F,,,,
"Cubo p/Ext. Metalica 1,60Mts  80x80x5x110","Cubo p/Ext. Metalica 1,60Mts  80x80x5x110",35326.0,9823000100-6,1.075,,,1.075,OTROS PRODUCTOS GV F,,,,
Cuerpo Guardacabo 5/8x102,Cuerpo Guardacabo 5/8x102,34374.0,9822600005-4,0.432,,,0.432,OTROS PRODUCTOS GV F,,,,
Cuerpo Guardacabo 5/8x119,Cuerpo Guardacabo 5/8x119,34375.0,9822600015-1,0.716,,,0.716,OTROS PRODUCTOS GV F,,,,
Cuerpo p/Soporte Preformado,Cuerpo p/Soporte Preformado,34752.0,A800200169-2,0.31,,,0.31,OTROS PRODUCTOS GV C,,,,
Cuerpo Prensa Conexión a tierra,Cuerpo Prensa Conexión a tierra,34439.0,A402200005-0,0.2,,,0.2,OTROS PRODUCTOS GV C,,,,
Diagonal L 50x50x5x1710,Diagonal L 50x50x5x1710,34644.0,9822210285-5,6.5,,,6.5,DIAGONALES GV F,,,,
Diagonal L 50x50x6x1455,Diagonal L 50x50x6x1455,34649.0,9822200230-3,6.5,,,6.5,DIAGONALES GV F,,,,
Diagonal L 50x50x6x935,Diagonal L 50x50x6x935,34558.0,9822210290-1,4.1,,,4.1,DIAGONALES GV F,,,,
"Diagonal Pletina 39"" 32x5x990mm","Diagonal Pletina 39"" 32x5x990mm",37939.0,9820510148-9,1.15,,,1.15,DIAGONALES GV F,,,,
"Diagonal Pletina 39"" 32x5x990mm Lila","Diagonal Pletina 39"" 32x5x990mm Lila",38410.0,9820510140-3,1.15,,,1.15,DIAGONALES GV F,,,,
Diagonal especial 40x40x4x990mm A/R,Diagonal especial 40x40x4x990mm A/R,38618.0,9820510149-7,2.48,,,2.48,DIAGONALES GV F,,,,
Diagonal p/Cruceta Madera 40x40x5x1830,Diagonal p/Cruceta Madera 40x40x5x1830,34767.0,9822210280-4,5.4,,,5.4,DIAGONALES GV F,,,,
Diagonal p/Cruc Cantilever 50x50x5x1830,Diagonal p/Cruc Cantilever 50x50x5x1830,35990.0,9822210321-5,8.6,,,8.6,DIAGONALES GV F,,,,
Diagonal P/Refuerzo 50x8x1035,Diagonal P/Refuerzo 50x8x1035,34930.0,9822210340-1,3.25,,,3.25,DIAGONALES GV F,,,,
"Eje p/Carretilla 19,93x285","Eje p/Carretilla 19,93x285",34609.0,6000124100-4,0.7,,,0.7,OTROS PRODUCTOS NG F,,,,
"Eje p/Carretilla 19,93x285mm","Eje p/Carretilla 19,93x285mm",37429.0,6000104100-5,0.7,,,0.7,OTROS PRODUCTOS NG F,,,,
Elemento Montaje p/Desconec. By-pass,Elemento Montaje p/Desconec. By-pass,34716.0,9821840000-0,8.51,,,8.51,OTROS PRODUCTOS GV F,,,,
